id;number;repo_full_name;state;merged;closed_without_merge;ci_runs;ci_any_failure;ci_any_success;pr_url;T1_ci_test_failure;T2_logic_bug;T3_syntax_compile;T4_missing_tests;T5_style_conventions;T6_build_ci_config;P1_low_priority;P2_duplicate_alt_solution;P3_abandoned_no_response;P4_unknown;primary_failure_mode;notes
3095028076;3688;Azure/azure-container-networking;closed;FALSE;TRUE;4;TRUE;TRUE;https://github.com/Azure/azure-container-networking/pull/3688;0;0;0;0;1;0;0;0;1;0;P3_abandoned_no_response;Lint checks (golangci-lint: testifylint, importShadow, cyclomatic complexity, etc.) were failing. PR was marked stale and then auto-closed by github-actions bot due to inactivity with failing checks still unresolved
3254647682;59071;JuliaLang/julia;closed;FALSE;TRUE;5;FALSE;TRUE;https://github.com/JuliaLang/julia/pull/59071;0;0;0;0;0;0;0;1;0;0;P2_duplicate_alt_solution;"Closed as duplicate; changes were merged via the original PR (this was just a rebased version)."
3130735278;180;kdroidFilter/ComposeNativeTray;closed;FALSE;TRUE;0;FALSE;FALSE;https://github.com/kdroidFilter/ComposeNativeTray/pull/180;0;0;0;0;0;0;0;0;1;0;P3_abandoned_no_response;"Draft PR created by repo owner with codex label (ChatGPT Codex). No CI checks or reviews. Author later closed the PR and deleted the branch; changes abandoned, not merged."
3084701267;40;elixr-games/elics;closed;FALSE;TRUE;1;FALSE;TRUE;https://github.com/elixr-games/elics/pull/40;0;0;0;0;0;0;1;0;0;0;P1_low_priority;"All CI checks (Run Tests / build 20.x) passed. PR was closed by the author the same day with no discussion; feature change apparently de-scoped / not needed."
3070206078;6;Zhangyanbo/diffusion-evolution;closed;FALSE;TRUE;0;FALSE;FALSE;https://github.com/Zhangyanbo/diffusion-evolution/pull/6;0;0;0;0;0;0;0;0;0;1;P4_unknown;"Closed by author on the same day without explanation. No CI checks ran; change wires density args / updates docs, but reason for closing is not stated."
3087587876;50256;Azure/azure-sdk-for-net;closed;FALSE;TRUE;1;FALSE;TRUE;https://github.com/Azure/azure-sdk-for-net/pull/50256;1;0;0;0;0;0;0;0;1;0;P3_abandoned_no_response;"Multiple .NET build/test jobs failing in CI; PR marked stale by github-actions due to no recent engagement and then closed by maintainer without being fixed"
3231339205;84;foxminchan/BookWorm;closed;FALSE;TRUE;0;FALSE;FALSE;https://github.com/foxminchan/BookWorm/pull/84;0;0;0;0;0;0;0;0;0;1;P4_unknown;"Closed manually by maintainer (foxminchan); all checks passed, no explicit reason given (not marked stale/inactivity)."
3207914894;193;MCPJam/inspector;closed;FALSE;TRUE;1;FALSE;TRUE;https://github.com/MCPJam/inspector/pull/193;0;0;0;0;0;0;0;0;0;1;P4_unknown;"Checks passed; PR closed manually by author (no stale/inactivity message)."
3184193699;1884;sequinstream/sequin;closed;TRUE;FALSE;1;TRUE;FALSE;https://github.com/sequinstream/sequin/pull/1884;1;0;0;0;0;0;0;0;0;0;T1_ci_test_failure;"GitHub Actions / signoff job failed due to test ""if start_fn fails, returns the error to the callers"" in unchanged file connection_cache_test.exs; PR was merged despite this unrelated CI test failure."
3192696250;6146;surrealdb/surrealdb;closed;FALSE;TRUE;4;TRUE;TRUE;https://github.com/surrealdb/surrealdb/pull/6146;0;0;0;0;0;0;0;0;1;0;P3_abandoned_no_response;"Closed by author without merge; CI checks all green and no maintainer discussion, so treated as abandoned rather than a CI failure."
3102016720;7832;temporalio/temporal;closed;FALSE;TRUE;7;FALSE;TRUE;https://github.com/temporalio/temporal/pull/7832;1;0;0;0;0;0;0;0;0;1;P4_unknown;"Multiple CI ÒAll TestsÓ suites are red (some failing, many cancelled); PR was closed unmerged with CI still failing."
2767565114;250;antiwork/shortest;closed;TRUE;FALSE;2;TRUE;TRUE;https://github.com/antiwork/shortest/pull/250;1;0;0;0;0;0;0;0;0;0;T1_ci_test_failure;"Docs-only README change. One CI job ÒShortest Tests / shortestÓ failed, while other checks (Vercel, autofix, CLA) passed; PR was merged despite this likely unrelated/flaky test failure."
3102274919;361;gridaco/grida;closed;FALSE;TRUE;0;FALSE;FALSE;https://github.com/gridaco/grida/pull/361;0;0;0;0;0;0;0;0;0;1;P4_unknown;All CI checks passed (CodeRabbit + Vercel previews). PR was closed with unmerged commits for non-CI reasons that are not stated (likely product/review decision).
3137786825;89;jodendaal/OpenAI.Net;closed;FALSE;TRUE;1;FALSE;TRUE;https://github.com/jodendaal/OpenAI.Net/pull/89;0;0;0;0;0;0;0;0;0;1;P4_unknown;All CI checks passed (CodeRabbit + Vercel previews). PR was closed with unmerged commits for non-CI reasons that are not stated (likely product/review decision).
3056993511;489;digitaldemocracy2030/kouchou-ai;closed;FALSE;TRUE;0;FALSE;FALSE;https://github.com/digitaldemocracy2030/kouchou-ai/pull/489;0;0;0;0;1;1;0;0;1;0;build_ci_config;Client build and Ruff lint checks are failing while client/server tests pass. Several follow-up commits try to fix CI, but the PR is ultimately closed with unmerged commits, suggesting it was abandoned with unresolved build/lint issues.
3127026463;1126;Albeoris/Memoria;closed;FALSE;TRUE;1;FALSE;TRUE;https://github.com/Albeoris/Memoria/pull/1126;0;0;0;0;0;0;0;1;0;0;P2_duplicate_alt_solution;"All CI checks (build, report-build-status, deploy) passed. Feature is a full mod catalog editor; maintainer later closed PR and deleted branch, likely replaced by alternative implementation."
3192728541;644;zfit/zfit;closed;TRUE;FALSE;2;TRUE;TRUE;https://github.com/zfit/zfit/pull/644;1;0;0;0;1;1;0;0;0;0;none;Merged. Multiple CI checks red (tests, tutorials, docs build, pre-commit lint). Maintainer overrode/accepted as non-blocking.
3223526987;22309;open-metadata/OpenMetadata;open;FALSE;FALSE;17;TRUE;TRUE;https://github.com/open-metadata/OpenMetadata/pull/22309;0;0;0;0;0;0;1;0;0;0;P1_low_priority;"Merged successfully even though several CI jobs were red (Java Checkstyle, Maven *Tests CI*, Playwright E2E, py-run tests, etc.); maintainers treated these failures as low-priority/flaky."
3099415540;79;alvinwan/timefhuman;closed;FALSE;TRUE;0;FALSE;FALSE;https://github.com/alvinwan/timefhuman/pull/79;0;0;0;0;0;0;1;0;0;0;P1_low_priority;"Closed by author without merge; no CI checks or review comments, change likely deprioritized."
3179460425;344;php-llm/llm-chain;closed;FALSE;TRUE;1;TRUE;FALSE;https://github.com/php-llm/llm-chain/pull/344;1;0;0;0;0;0;0;0;0;1;P4_unknown;"Most PHP test matrix jobs (8.2Ð8.4, lowest/highest) passed, but the QA pipeline job stayed red and was never fixed. Logs have expired and the repo was later archived, so the exact cause is unclear; PR closed without merging."
3201567268;17613;micropython/micropython;open;FALSE;FALSE;8;TRUE;TRUE;https://github.com/micropython/micropython/pull/17613;0;0;0;0;1;0;0;0;0;0;T5_style_convention;One CI check failing: ÔCheck commit message formatting / build (pull_request)Õ. All other checks (build, code formatting, size, spelling, JavaScript lint) pass. Branch also currently has merge conflicts to resolve
3131078126;251025;microsoft/vscode;closed;FALSE;TRUE;0;FALSE;FALSE;https://github.com/microsoft/vscode/pull/251025;0;0;0;0;0;0;1;0;0;0;P1_low_priority;"Closed without merge; reviewer said Òno way to forcibly re-render cellsÓ, so the approach/feature was not accepted. All checks passed (one pipeline check was skipped)."
2900306412;33;antiwork/helper;closed;FALSE;TRUE;3;FALSE;TRUE;https://github.com/antiwork/helper/pull/33;0;0;0;0;0;0;1;0;0;0;P1_low_priority;All CI checks (Supabase, tests, autofix.ci) passed. PR adds masonry grid layout and hero-section content, but was closed with unmerged commits by maintainer, suggesting the feature/request was deprioritized rather than blocked by CI or code issues.
3105820644;1108;Albeoris/Memoria;closed;FALSE;TRUE;0;FALSE;FALSE;https://github.com/Albeoris/Memoria/pull/1108;0;0;0;0;0;0;0;0;1;0;P3_abandoned_no_response;"ÊCopilot hit an internal error while working on the issue; only a refactoring plan was created, no code changes or CI runs; PR marked [Failed] and closed the same day."
3134145272;85;Azure-Samples/azure-ai-travel-agents;closed;FALSE;TRUE;1;FALSE;TRUE;https://github.com/Azure-Samples/azure-ai-travel-agents/pull/85;0;0;0;0;0;0;0;0;0;1;P4_unknown;"Docs-only PR adding workshop materials; license/CLA check passed, no CI failures. PR was later closed with unmerged commits and no explicit reason (likely superseded or maintainer decision)."
3155910859;3350;GitbookIO/gitbook;closed;FALSE;TRUE;2;FALSE;TRUE;https://github.com/GitbookIO/gitbook/pull/3350;1;0;0;0;0;0;1;0;0;0;P1_low_priority;Initial CI build/test/typecheck and preview deploy jobs failed but later commit (Òfix typingÓ) shows checks green. Reviewer felt the refactor added too much complexity for very small (~1%) RSS size benefit, so author closed the PR without merging.
2825989939;2956;promptfoo/promptfoo;closed;FALSE;TRUE;4;FALSE;TRUE;https://github.com/promptfoo/promptfoo/pull/2956;0;0;0;0;0;0;0;0;1;0;P3_abandoned_no_response;"Feature PR adding HTTP request/cURL views; checks are green but the branch went stale and was auto-closed/cleaned up without being merged (effectively abandoned)."
3219022194;22381;calcom/cal.com;closed;FALSE;TRUE;6;TRUE;TRUE;https://github.com/calcom/cal.com/pull/22381;0;0;0;0;0;1;0;0;0;0;T6_build_ci_config;"Required CI job ""PR Update / required (pull_request_target)"" failed while many other jobs were skipped or passed; feature adds hidden boolean + related services/tests for event types, PR closed unmerged with no clear human explanation of the failure."
3188858394;834;tphakala/birdnet-go;closed;TRUE;FALSE;4;TRUE;TRUE;https://github.com/tphakala/birdnet-go/pull/834;1;0;0;0;0;0;0;0;0;0;T1_ci_test_failure;"Merged PR. Adds async notification & telemetry system (multiple phases). 3 golangci-lint CI checks failing (lint/test + docker-image lint), others green; merged with unresolved CI failures (9/10 checks passed)."
3183775420;30286;dotnet/maui;closed;FALSE;TRUE;0;FALSE;FALSE;https://github.com/dotnet/maui/pull/30286;0;0;0;0;0;0;0;1;0;0;P2_duplicate_alt_solution;"Superseded by newer PR #30651; maintainer closed this older PR. CI checks not failing."
3022935755;21589;risingwavelabs/risingwave;closed;FALSE;TRUE;7;FALSE;TRUE;https://github.com/risingwavelabs/risingwave/pull/21589;0;0;1;0;0;0;0;0;1;0;T3_syntax_compile;Devin AI PR to fix a syntax/compile error in describe.rs (extra Ok(res) causing build failures in earlier PR #21588). CI checks on this PR still show multiple failures and the maintainer closes it without merging _ categorize as syntax/compile failure, abandoned after unresolved CI
3172263787;587;ai-shifu/ai-shifu;closed;FALSE;TRUE;0;FALSE;FALSE;https://github.com/ai-shifu/ai-shifu/pull/587;0;0;0;0;0;0;0;0;0;1;P4_unknown;"All CI checks (CodeRabbit review, GitGuardian, pre-commit CI) passed. PR was closed with unmerged commits and branch deleted; no reason given in discussion _ failure reason unknown."
3184170030;682;MicrosoftLearning/AZ400-DesigningandImplementingMicrosoftDevOpsSolutions;closed;FALSE;TRUE;0;FALSE;FALSE;https://github.com/MicrosoftLearning/AZ400-DesigningandImplementingMicrosoftDevOpsSolutions/pull/682;0;0;0;0;0;0;1;0;0;0;P1_low_priority;"Closed without merging. Small documentation-only change (lab timing, permission note, verification step); no CI checks run, likely considered low-priority / not necessary by maintainer."
3172933734;61939;microsoft/TypeScript;closed;FALSE;TRUE;0;FALSE;FALSE;https://github.com/microsoft/TypeScript/pull/61939;0;0;0;0;0;0;0;1;0;0;P2_duplicate_alt_solution;"Closed after reviewer said the change was going in the wrong direction; CI/CLA passed, but design approach was rejected."
3176363924;2107;browser-use/browser-use;closed;FALSE;TRUE;6;TRUE;TRUE;https://github.com/browser-use/browser-use/pull/2107;0;0;0;0;0;0;0;0;0;1;P4_unknown;"All checks green or skipped; cubic-dev-ai review reported no issues. PR closed with unmerged commits and no explanationÑnon-technical/unclear rejection."
3183787910;232;james-gould/azure-keyvault-emulator;closed;FALSE;TRUE;2;TRUE;TRUE;https://github.com/james-gould/azure-keyvault-emulator/pull/232;0;0;0;0;0;0;0;0;1;0;P3_abandoned_no_response;"WIP Copilot PR to add Testcontainers module; basic project skeleton only. All checks green, but agent hit an Òerror encounteredÓ state and maintainer closed the PR the same day without merging. Treated as abandoned/incomplete, not CI failure."
3146130063;611;vgmtrans/vgmtrans;closed;FALSE;TRUE;1;FALSE;TRUE;https://github.com/vgmtrans/vgmtrans/pull/611;0;0;0;0;0;0;1;0;0;0;P1_low_priority;"Author used ChatGPT Codex to refactor stringstream usage but decided the PR should be more comprehensive and closed it themselves. Build check passed; no CI/test failures."
3099024356;1529;LayerZero-Labs/devtools;closed;FALSE;TRUE;2;TRUE;TRUE;https://github.com/LayerZero-Labs/devtools/pull/1529;0;0;0;0;0;0;1;0;0;0;P1_low_priority;"All CI checks passed. PR adds shared debug logger and updates examples, but there is no discussion or requested changes; author/maintainer simply closed it, so treated as low-priority / not needed feature."
3147338899;1650;langfuse/langfuse-docs;closed;TRUE;FALSE;3;TRUE;TRUE;https://github.com/langfuse/langfuse-docs/pull/1650;0;0;0;0;0;1;1;0;0;0;T6_build_ci_config;Docs-only change: adds Anthropic multi-agent research blog link. One CI/check step (link-check/build) failed due to environment (localhost / lms.txt), but PR merged (9/10 checks passed)
3163804247;355;microsoft/fabric-cicd;open;FALSE;FALSE;2;TRUE;TRUE;https://github.com/microsoft/fabric-cicd/pull/355;1;0;0;0;0;0;0;0;1;0;T1_ci_test_failure;"PR adds unit tests for publish.py. Multiple commits trying to fix failing checks (e.g., ÔFix linting issuesÉÕ, ÔFix test expectationsÉÕ). CI never reaches 100% green (several commits show 4/6, 5/6, 6/7 checks). Reviewer comments Ôresolve failed testsÕ on Aug 6; no further fixes; PR closed unmerged on Sep 8"
3116693250;397;janbjorge/pgqueuer;closed;TRUE;FALSE;1;TRUE;FALSE;https://github.com/janbjorge/pgqueuer/pull/397;1;0;0;0;0;0;0;0;0;0;T1_ci_test_failure;"Merged. Very small typo/comment fix. Early CI run had failing ÒPGQueuer CI Pipeline / Validate Benchmark ResultsÓ check (27 success, 1 failed, 1 skipped); later run after merging main passed and PR was merged."
3125675582;4793;mastra-ai/mastra;closed;FALSE;TRUE;9;TRUE;TRUE;https://github.com/mastra-ai/mastra/pull/4793;1;0;0;0;0;0;0;0;1;0;T1_ci_test_failure;"GitHub Actions ""test (vectorize)"" failed in src/vectorize/src/vector/index.test.ts (assertion about 'create-describe-delete' index). pnpm test also reported a failure; PR closed without being merged."
2864385192;2020;cloudwalk/stratus;closed;FALSE;TRUE;8;TRUE;TRUE;https://github.com/cloudwalk/stratus/pull/2020;0;0;0;0;0;0;0;0;1;0;P3_abandoned_no_response;"Docs-only PR (README + wiki docs). All 38 checks passing; closed by devin-ai-integration bot due to inactivity and branch deleted."
